Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino
06/01/2020,06/30/2020,2020,6.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
06/01/2020,06/30/2020,2020,6.0,By Month,Connecticut,Weighted distribution of population (%),61.3,12.3,0.2,5.4,0.0,1.7,19.0
07/01/2020,07/31/2020,2020,7.0,By Month,Connecticut,Count of COVID-19 deaths,58.0,10.0,0.0,0.0,0.0,0.0,0.0
07/01/2020,07/31/2020,2020,7.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),75.3,13.0,0.0,0.0,0.0,0.0,0.0
07/01/2020,07/31/2020,2020,7.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
07/01/2020,07/31/2020,2020,7.0,By Month,Connecticut,Weighted distribution of population (%),61.0,12.5,0.2,5.4,0.0,1.7,19.3
08/01/2020,08/31/2020,2020,8.0,By Month,Connecticut,Count of COVID-19 deaths,20.0,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2020,08/31/2020,2020,8.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),64.5,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2020,08/31/2020,2020,8.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
08/01/2020,08/31/2020,2020,8.0,By Month,Connecticut,Weighted distribution of population (%),61.5,12.4,0.2,5.2,0.0,1.8,18.8
09/01/2020,09/30/2020,2020,9.0,By Month,Connecticut,Count of COVID-19 deaths,35.0,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2020,09/30/2020,2020,9.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),83.3,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2020,09/30/2020,2020,9.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
09/01/2020,09/30/2020,2020,9.0,By Month,Connecticut,Weighted distribution of population (%),62.5,11.9,0.2,5.3,0.0,1.9,18.2
10/01/2020,10/31/2020,2020,10.0,By Month,Connecticut,Count of COVID-19 deaths,113.0,11.0,0.0,0.0,0.0,0.0,16.0
10/01/2020,10/31/2020,2020,10.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),79.0,7.7,0.0,0.0,0.0,0.0,11.2
10/01/2020,10/31/2020,2020,10.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
10/01/2020,10/31/2020,2020,10.0,By Month,Connecticut,Weighted distribution of population (%),61.8,12.2,0.2,5.4,0.0,1.8,18.4
11/01/2020,11/30/2020,2020,11.0,By Month,Connecticut,Count of COVID-19 deaths,388.0,51.0,0.0,0.0,0.0,0.0,52.0
11/01/2020,11/30/2020,2020,11.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),78.1,10.3,0.0,0.0,0.0,0.0,10.5
11/01/2020,11/30/2020,2020,11.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
11/01/2020,11/30/2020,2020,11.0,By Month,Connecticut,Weighted distribution of population (%),61.6,12.3,0.2,5.1,0.0,1.8,19.0
12/01/2020,12/31/2020,2020,12.0,By Month,Connecticut,Count of COVID-19 deaths,856.0,95.0,0.0,14.0,0.0,0.0,121.0
12/01/2020,12/31/2020,2020,12.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),78.3,8.7,0.0,1.3,0.0,0.0,11.1
12/01/2020,12/31/2020,2020,12.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
12/01/2020,12/31/2020,2020,12.0,By Month,Connecticut,Weighted distribution of population (%),61.9,12.1,0.2,5.1,0.0,1.8,18.8
01/01/2021,01/31/2021,2021,1.0,By Month,Connecticut,Count of COVID-19 deaths,793.0,83.0,0.0,23.0,0.0,0.0,96.0
01/01/2021,01/31/2021,2021,1.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),79.1,8.3,0.0,2.3,0.0,0.0,9.6
01/01/2021,01/31/2021,2021,1.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
01/01/2021,01/31/2021,2021,1.0,By Month,Connecticut,Weighted distribution of population (%),62.1,12.0,0.2,5.2,0.0,1.8,18.7
02/01/2021,02/28/2021,2021,2.0,By Month,Connecticut,Count of COVID-19 deaths,329.0,47.0,0.0,0.0,0.0,0.0,74.0
02/01/2021,02/28/2021,2021,2.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),71.8,10.3,0.0,0.0,0.0,0.0,16.2
02/01/2021,02/28/2021,2021,2.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
02/01/2021,02/28/2021,2021,2.0,By Month,Connecticut,Weighted distribution of population (%),61.6,12.2,0.2,5.2,0.0,1.8,19.0
03/01/2021,03/31/2021,2021,3.0,By Month,Connecticut,Count of COVID-19 deaths,126.0,23.0,0.0,0.0,0.0,0.0,29.0
03/01/2021,03/31/2021,2021,3.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),68.5,12.5,0.0,0.0,0.0,0.0,15.8
03/01/2021,03/31/2021,2021,3.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
03/01/2021,03/31/2021,2021,3.0,By Month,Connecticut,Weighted distribution of population (%),61.7,12.3,0.2,5.0,0.0,1.8,19.0
04/01/2021,04/24/2021,2021,4.0,By Month,Connecticut,Count of COVID-19 deaths,12.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Connecticut,Distribution of COVID-19 deaths (%),66.7,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0.0,1.8,16.9
04/01/2021,04/24/2021,2021,4.0,By Month,Connecticut,Weighted distribution of population (%),61.7,12.1,0.2,5.4,0.0,1.8,18.7
01/01/2020,01/31/2020,2020,1.0,By Month,Delaware,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Delaware,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
01/01/2020,01/31/2020,2020,1.0,By Month,Delaware,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Delaware,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Delaware,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
02/01/2020,02/29/2020,2020,2.0,By Month,Delaware,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Delaware,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Delaware,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
03/01/2020,03/31/2020,2020,3.0,By Month,Delaware,Weighted distribution of population (%),59.7,23.2,0.3,4.6,0.0,2.3,9.9
04/01/2020,04/30/2020,2020,4.0,By Month,Delaware,Count of COVID-19 deaths,130.0,44.0,0.0,0.0,0.0,0.0,0.0
04/01/2020,04/30/2020,2020,4.0,By Month,Delaware,Distribution of COVID-19 deaths (%),70.7,23.9,0.0,0.0,0.0,0.0,0.0
04/01/2020,04/30/2020,2020,4.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
04/01/2020,04/30/2020,2020,4.0,By Month,Delaware,Weighted distribution of population (%),61.8,21.5,0.3,4.3,0.0,2.2,9.9
05/01/2020,05/31/2020,2020,5.0,By Month,Delaware,Count of COVID-19 deaths,189.0,61.0,0.0,0.0,0.0,0.0,14.0
05/01/2020,05/31/2020,2020,5.0,By Month,Delaware,Distribution of COVID-19 deaths (%),71.3,23.0,0.0,0.0,0.0,0.0,5.3
05/01/2020,05/31/2020,2020,5.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
05/01/2020,05/31/2020,2020,5.0,By Month,Delaware,Weighted distribution of population (%),60.0,22.8,0.3,4.7,0.0,2.2,10.0
06/01/2020,06/30/2020,2020,6.0,By Month,Delaware,Count of COVID-19 deaths,41.0,17.0,0.0,0.0,0.0,0.0,0.0
06/01/2020,06/30/2020,2020,6.0,By Month,Delaware,Distribution of COVID-19 deaths (%),67.2,27.9,0.0,0.0,0.0,0.0,0.0
06/01/2020,06/30/2020,2020,6.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
06/01/2020,06/30/2020,2020,6.0,By Month,Delaware,Weighted distribution of population (%),59.2,23.7,0.3,4.6,0.0,2.4,9.8
07/01/2020,07/31/2020,2020,7.0,By Month,Delaware,Count of COVID-19 deaths,11.0,0.0,0.0,0.0,0.0,0.0,0.0
07/01/2020,07/31/2020,2020,7.0,By Month,Delaware,Distribution of COVID-19 deaths (%),44.0,0.0,0.0,0.0,0.0,0.0,0.0
07/01/2020,07/31/2020,2020,7.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
07/01/2020,07/31/2020,2020,7.0,By Month,Delaware,Weighted distribution of population (%),59.5,23.5,0.3,4.5,0.0,2.4,9.7
08/01/2020,08/31/2020,2020,8.0,By Month,Delaware,Count of COVID-19 deaths,10.0,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2020,08/31/2020,2020,8.0,By Month,Delaware,Distribution of COVID-19 deaths (%),55.6,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2020,08/31/2020,2020,8.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
08/01/2020,08/31/2020,2020,8.0,By Month,Delaware,Weighted distribution of population (%),60.3,22.8,0.3,4.5,0.0,2.3,9.8
09/01/2020,09/30/2020,2020,9.0,By Month,Delaware,Count of COVID-19 deaths,15.0,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2020,09/30/2020,2020,9.0,By Month,Delaware,Distribution of COVID-19 deaths (%),65.2,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2020,09/30/2020,2020,9.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
09/01/2020,09/30/2020,2020,9.0,By Month,Delaware,Weighted distribution of population (%),59.5,23.2,0.2,4.8,0.0,2.3,10.0
10/01/2020,10/31/2020,2020,10.0,By Month,Delaware,Count of COVID-19 deaths,56.0,20.0,0.0,0.0,0.0,0.0,0.0
10/01/2020,10/31/2020,2020,10.0,By Month,Delaware,Distribution of COVID-19 deaths (%),70.9,25.3,0.0,0.0,0.0,0.0,0.0
10/01/2020,10/31/2020,2020,10.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
10/01/2020,10/31/2020,2020,10.0,By Month,Delaware,Weighted distribution of population (%),60.2,22.5,0.2,4.7,0.0,2.2,10.1
11/01/2020,11/30/2020,2020,11.0,By Month,Delaware,Count of COVID-19 deaths,58.0,17.0,0.0,0.0,0.0,0.0,0.0
11/01/2020,11/30/2020,2020,11.0,By Month,Delaware,Distribution of COVID-19 deaths (%),70.7,20.7,0.0,0.0,0.0,0.0,0.0
11/01/2020,11/30/2020,2020,11.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
11/01/2020,11/30/2020,2020,11.0,By Month,Delaware,Weighted distribution of population (%),60.7,22.3,0.3,4.5,0.0,2.2,10.0
12/01/2020,12/31/2020,2020,12.0,By Month,Delaware,Count of COVID-19 deaths,191.0,52.0,0.0,0.0,0.0,0.0,0.0
12/01/2020,12/31/2020,2020,12.0,By Month,Delaware,Distribution of COVID-19 deaths (%),74.0,20.2,0.0,0.0,0.0,0.0,0.0
12/01/2020,12/31/2020,2020,12.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
12/01/2020,12/31/2020,2020,12.0,By Month,Delaware,Weighted distribution of population (%),58.4,24.0,0.2,5.0,0.0,2.3,10.0
01/01/2021,01/31/2021,2021,1.0,By Month,Delaware,Count of COVID-19 deaths,234.0,49.0,0.0,0.0,0.0,0.0,0.0
01/01/2021,01/31/2021,2021,1.0,By Month,Delaware,Distribution of COVID-19 deaths (%),80.1,16.8,0.0,0.0,0.0,0.0,0.0
01/01/2021,01/31/2021,2021,1.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
01/01/2021,01/31/2021,2021,1.0,By Month,Delaware,Weighted distribution of population (%),60.4,22.6,0.3,4.5,0.0,2.3,9.9
02/01/2021,02/28/2021,2021,2.0,By Month,Delaware,Count of COVID-19 deaths,79.0,20.0,0.0,0.0,0.0,0.0,0.0
02/01/2021,02/28/2021,2021,2.0,By Month,Delaware,Distribution of COVID-19 deaths (%),75.2,19.0,0.0,0.0,0.0,0.0,0.0
02/01/2021,02/28/2021,2021,2.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
02/01/2021,02/28/2021,2021,2.0,By Month,Delaware,Weighted distribution of population (%),59.3,23.3,0.3,4.8,0.0,2.3,10.0
03/01/2021,03/31/2021,2021,3.0,By Month,Delaware,Count of COVID-19 deaths,25.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2021,03/31/2021,2021,3.0,By Month,Delaware,Distribution of COVID-19 deaths (%),73.5,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2021,03/31/2021,2021,3.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
03/01/2021,03/31/2021,2021,3.0,By Month,Delaware,Weighted distribution of population (%),60.5,22.4,0.3,4.6,0.0,2.2,10.0
04/01/2021,04/24/2021,2021,4.0,By Month,Delaware,Count of COVID-19 deaths,14.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Delaware,Distribution of COVID-19 deaths (%),73.7,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Delaware,Unweighted distribution of population (%),61.7,22.0,0.3,4.0,0.0,2.3,9.6
04/01/2021,04/24/2021,2021,4.0,By Month,Delaware,Weighted distribution of population (%),66.3,18.4,0.3,3.2,0.0,2.2,9.6
01/01/2020,01/31/2020,2020,1.0,By Month,Florida,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Florida,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
01/01/2020,01/31/2020,2020,1.0,By Month,Florida,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Florida,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Florida,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
02/01/2020,02/29/2020,2020,2.0,By Month,Florida,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Florida,Count of COVID-19 deaths,121.0,29.0,0.0,0.0,0.0,0.0,34.0
03/01/2020,03/31/2020,2020,3.0,By Month,Florida,Distribution of COVID-19 deaths (%),63.7,15.3,0.0,0.0,0.0,0.0,17.9
03/01/2020,03/31/2020,2020,3.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
03/01/2020,03/31/2020,2020,3.0,By Month,Florida,Weighted distribution of population (%),35.7,19.5,0.2,2.8,0.0,1.3,40.5
04/01/2020,04/30/2020,2020,4.0,By Month,Florida,Count of COVID-19 deaths,658.0,313.0,0.0,27.0,0.0,0.0,307.0
04/01/2020,04/30/2020,2020,4.0,By Month,Florida,Distribution of COVID-19 deaths (%),50.2,23.9,0.0,2.1,0.0,0.0,23.4
04/01/2020,04/30/2020,2020,4.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
04/01/2020,04/30/2020,2020,4.0,By Month,Florida,Weighted distribution of population (%),30.7,18.2,0.1,2.4,0.0,1.2,47.3
05/01/2020,05/31/2020,2020,5.0,By Month,Florida,Count of COVID-19 deaths,558.0,243.0,0.0,16.0,0.0,0.0,309.0
05/01/2020,05/31/2020,2020,5.0,By Month,Florida,Distribution of COVID-19 deaths (%),49.3,21.5,0.0,1.4,0.0,0.0,27.3
05/01/2020,05/31/2020,2020,5.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
05/01/2020,05/31/2020,2020,5.0,By Month,Florida,Weighted distribution of population (%),31.8,17.3,0.1,2.3,0.0,1.2,47.2
06/01/2020,06/30/2020,2020,6.0,By Month,Florida,Count of COVID-19 deaths,469.0,217.0,0.0,10.0,0.0,0.0,382.0
06/01/2020,06/30/2020,2020,6.0,By Month,Florida,Distribution of COVID-19 deaths (%),43.3,20.1,0.0,0.9,0.0,0.0,35.3
06/01/2020,06/30/2020,2020,6.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
06/01/2020,06/30/2020,2020,6.0,By Month,Florida,Weighted distribution of population (%),32.7,16.9,0.1,2.4,0.0,1.2,46.6
07/01/2020,07/31/2020,2020,7.0,By Month,Florida,Count of COVID-19 deaths,2304.0,1053.0,0.0,66.0,0.0,14.0,1526.0
07/01/2020,07/31/2020,2020,7.0,By Month,Florida,Distribution of COVID-19 deaths (%),46.3,21.2,0.0,1.3,0.0,0.3,30.7
07/01/2020,07/31/2020,2020,7.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
07/01/2020,07/31/2020,2020,7.0,By Month,Florida,Weighted distribution of population (%),33.7,17.9,0.2,2.6,0.0,1.3,44.3
08/01/2020,08/31/2020,2020,8.0,By Month,Florida,Count of COVID-19 deaths,2406.0,931.0,0.0,76.0,0.0,13.0,1341.0
08/01/2020,08/31/2020,2020,8.0,By Month,Florida,Distribution of COVID-19 deaths (%),50.4,19.5,0.0,1.6,0.0,0.3,28.1
08/01/2020,08/31/2020,2020,8.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
08/01/2020,08/31/2020,2020,8.0,By Month,Florida,Weighted distribution of population (%),34.5,18.0,0.2,2.7,0.0,1.3,43.3
09/01/2020,09/30/2020,2020,9.0,By Month,Florida,Count of COVID-19 deaths,1170.0,354.0,0.0,16.0,0.0,0.0,467.0
09/01/2020,09/30/2020,2020,9.0,By Month,Florida,Distribution of COVID-19 deaths (%),58.2,17.6,0.0,0.8,0.0,0.0,23.2
09/01/2020,09/30/2020,2020,9.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
09/01/2020,09/30/2020,2020,9.0,By Month,Florida,Weighted distribution of population (%),38.2,18.0,0.2,2.8,0.1,1.4,39.4
10/01/2020,10/31/2020,2020,10.0,By Month,Florida,Count of COVID-19 deaths,835.0,228.0,0.0,21.0,0.0,0.0,312.0
10/01/2020,10/31/2020,2020,10.0,By Month,Florida,Distribution of COVID-19 deaths (%),59.4,16.2,0.0,1.5,0.0,0.0,22.2
10/01/2020,10/31/2020,2020,10.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
10/01/2020,10/31/2020,2020,10.0,By Month,Florida,Weighted distribution of population (%),41.9,17.3,0.2,3.0,0.1,1.5,36.1
11/01/2020,11/30/2020,2020,11.0,By Month,Florida,Count of COVID-19 deaths,1136.0,218.0,0.0,26.0,0.0,10.0,368.0
11/01/2020,11/30/2020,2020,11.0,By Month,Florida,Distribution of COVID-19 deaths (%),64.5,12.4,0.0,1.5,0.0,0.6,20.9
11/01/2020,11/30/2020,2020,11.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
11/01/2020,11/30/2020,2020,11.0,By Month,Florida,Weighted distribution of population (%),40.7,17.3,0.2,2.9,0.1,1.5,37.5
12/01/2020,12/31/2020,2020,12.0,By Month,Florida,Count of COVID-19 deaths,1999.0,365.0,0.0,42.0,0.0,0.0,713.0
12/01/2020,12/31/2020,2020,12.0,By Month,Florida,Distribution of COVID-19 deaths (%),63.8,11.6,0.0,1.3,0.0,0.0,22.8
12/01/2020,12/31/2020,2020,12.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
12/01/2020,12/31/2020,2020,12.0,By Month,Florida,Weighted distribution of population (%),38.6,16.9,0.2,2.7,0.1,1.4,40.2
01/01/2021,01/31/2021,2021,1.0,By Month,Florida,Count of COVID-19 deaths,3184.0,654.0,0.0,70.0,0.0,11.0,1044.0
01/01/2021,01/31/2021,2021,1.0,By Month,Florida,Distribution of COVID-19 deaths (%),64.1,13.2,0.0,1.4,0.0,0.2,21.0
01/01/2021,01/31/2021,2021,1.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
01/01/2021,01/31/2021,2021,1.0,By Month,Florida,Weighted distribution of population (%),40.3,17.6,0.2,2.9,0.1,1.5,37.5
02/01/2021,02/28/2021,2021,2.0,By Month,Florida,Count of COVID-19 deaths,1875.0,459.0,0.0,58.0,0.0,17.0,733.0
02/01/2021,02/28/2021,2021,2.0,By Month,Florida,Distribution of COVID-19 deaths (%),59.5,14.6,0.0,1.8,0.0,0.5,23.3
02/01/2021,02/28/2021,2021,2.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
02/01/2021,02/28/2021,2021,2.0,By Month,Florida,Weighted distribution of population (%),38.9,17.8,0.2,2.8,0.1,1.4,38.8
03/01/2021,03/31/2021,2021,3.0,By Month,Florida,Count of COVID-19 deaths,969.0,292.0,0.0,30.0,0.0,0.0,465.0
03/01/2021,03/31/2021,2021,3.0,By Month,Florida,Distribution of COVID-19 deaths (%),54.9,16.6,0.0,1.7,0.0,0.0,26.4
03/01/2021,03/31/2021,2021,3.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
03/01/2021,03/31/2021,2021,3.0,By Month,Florida,Weighted distribution of population (%),36.1,17.6,0.2,2.6,0.0,1.3,42.1
04/01/2021,04/24/2021,2021,4.0,By Month,Florida,Count of COVID-19 deaths,393.0,106.0,0.0,12.0,0.0,0.0,189.0
04/01/2021,04/24/2021,2021,4.0,By Month,Florida,Distribution of COVID-19 deaths (%),55.9,15.1,0.0,1.7,0.0,0.0,26.9
04/01/2021,04/24/2021,2021,4.0,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4
04/01/2021,04/24/2021,2021,4.0,By Month,Florida,Weighted distribution of population (%),39.8,17.0,0.2,2.8,0.1,1.4,38.7
01/01/2020,01/31/2020,2020,1.0,By Month,Georgia,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Georgia,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Georgia,Unweighted distribution of population (%),52.0,31.6,0.2,4.3,0.1,1.9,9.9
01/01/2020,01/31/2020,2020,1.0,By Month,Georgia,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Georgia,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Georgia,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Georgia,Unweighted distribution of population (%),52.0,31.6,0.2,4.3,0.1,1.9,9.9
02/01/2020,02/29/2020,2020,2.0,By Month,Georgia,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Georgia,Count of COVID-19 deaths,75.0,132.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Georgia,Distribution of COVID-19 deaths (%),34.4,60.6,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Georgia,Unweighted distribution of population (%),52.0,31.6,0.2,4.3,0.1,1.9,9.9
03/01/2020,03/31/2020,2020,3.0,By Month,Georgia,Weighted distribution of population (%),41.1,40.9,0.2,6.5,0.0,2.0,9.3
04/01/2020,04/30/2020,2020,4.0,By Month,Georgia,Count of COVID-19 deaths,468.0,549.0,0.0,18.0,0.0,0.0,39.0
04/01/2020,04/30/2020,2020,4.0,By Month,Georgia,Distribution of COVID-19 deaths (%),43.5,51.0,0.0,1.7,0.0,0.0,3.6
04/01/2020,04/30/2020,2020,4.0,By Month,Georgia,Unweighted distribution of population (%),52.0,31.6,0.2,4.3,0.1,1.9,9.9
04/01/2020,04/30/2020,2020,4.0,By Month,Georgia,Weighted distribution of population (%),41.5,38.8,0.2,6.7,0.0,2.0,10.8
05/01/2020,05/31/2020,2020,5.0,By Month,Georgia,Count of COVID-19 deaths,399.0,333.0,0.0,12.0,0.0,0.0,50.0
05/01/2020,05/31/2020,2020,5.0,By Month,Georgia,Distribution of COVID-19 deaths (%),50.1,41.8,0.0,1.5,0.0,0.0,6.3
05/01/2020,05/31/2020,2020,5.0,By Month,Georgia,Unweighted distribution of population (%),52.0,31.6,0.2,4.3,0.1,1.9,9.9
05/01/2020,05/31/2020,2020,5.0,By Month,Georgia,Weighted distribution of population (%),41.7,37.6,0.2,7.0,0.0,2.0,11.5
06/01/2020,06/30/2020,2020,6.0,By Month,Georgia,Count of COVID-19 deaths,249.0,201.0,0.0,0.0,0.0,0.0,50.0
06/01/2020,06/30/2020,2020,6.0,By Month,Georgia,Distribution of COVID-19 deaths (%),48.6,39.3,0.0,0.0,0.0,0.0,9.8
06/01/2020,06/30/2020,2020,6.0,By Month,Georgia,Unweighted distribution of population (%),52.0,31.6,0.2,4.3,0.1,1.9,9.9
