,data_as_of,start_date,end_date,group,year,mmwr_week,week_ending_date,state,covid_19_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_deaths,footnote
1119,2021-05-04T00:00:00.000,2021-04-25T00:00:00.000,2021-05-01T00:00:00.000,By Week,2021,17,2021-05-01T00:00:00.000,Indiana,,72,6.00,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1120,2021-05-04T00:00:00.000,2019-12-29T00:00:00.000,2020-01-04T00:00:00.000,By Week,2019/2020,1,2020-01-04T00:00:00.000,Iowa,0,665,102.00,35,0,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1121,2021-05-04T00:00:00.000,2020-01-05T00:00:00.000,2020-01-11T00:00:00.000,By Week,2020,2,2020-01-11T00:00:00.000,Iowa,0,647,98.00,46,0,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1122,2021-05-04T00:00:00.000,2020-01-12T00:00:00.000,2020-01-18T00:00:00.000,By Week,2020,3,2020-01-18T00:00:00.000,Iowa,0,620,95.00,51,0,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1123,2021-05-04T00:00:00.000,2020-01-19T00:00:00.000,2020-01-25T00:00:00.000,By Week,2020,4,2020-01-25T00:00:00.000,Iowa,0,640,101.00,62,0,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1124,2021-05-04T00:00:00.000,2020-01-26T00:00:00.000,2020-02-01T00:00:00.000,By Week,2020,5,2020-02-01T00:00:00.000,Iowa,0,615,97.00,54,0,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1125,2021-05-04T00:00:00.000,2020-02-02T00:00:00.000,2020-02-08T00:00:00.000,By Week,2020,6,2020-02-08T00:00:00.000,Iowa,0,637,103.00,42,0,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1126,2021-05-04T00:00:00.000,2020-02-09T00:00:00.000,2020-02-15T00:00:00.000,By Week,2020,7,2020-02-15T00:00:00.000,Iowa,0,600,92.00,37,0,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1127,2021-05-04T00:00:00.000,2020-02-16T00:00:00.000,2020-02-22T00:00:00.000,By Week,2020,8,2020-02-22T00:00:00.000,Iowa,0,643,100,42,0,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1128,2021-05-04T00:00:00.000,2020-02-23T00:00:00.000,2020-02-29T00:00:00.000,By Week,2020,9,2020-02-29T00:00:00.000,Iowa,0,642,105.00,36,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1129,2021-05-04T00:00:00.000,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,By Week,2020,10,2020-03-07T00:00:00.000,Iowa,0,624,104.00,42,0,13,55,
1130,2021-05-04T00:00:00.000,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,By Week,2020,11,2020-03-14T00:00:00.000,Iowa,0,636,104.00,51,0,17,68,
1131,2021-05-04T00:00:00.000,2020-03-15T00:00:00.000,2020-03-21T00:00:00.000,By Week,2020,12,2020-03-21T00:00:00.000,Iowa,0,598,96.00,35,0,16,51,
1132,2021-05-04T00:00:00.000,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,By Week,2020,13,2020-03-28T00:00:00.000,Iowa,,595,102.00,51,0,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1133,2021-05-04T00:00:00.000,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,By Week,2020,14,2020-04-04T00:00:00.000,Iowa,17,608,104.00,58,,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1134,2021-05-04T00:00:00.000,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,By Week,2020,15,2020-04-11T00:00:00.000,Iowa,22,597,100,41,,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1135,2021-05-04T00:00:00.000,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,By Week,2020,16,2020-04-18T00:00:00.000,Iowa,36,633,109.00,45,,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1136,2021-05-04T00:00:00.000,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,By Week,2020,17,2020-04-25T00:00:00.000,Iowa,52,587,101.00,42,12,0,82,
1137,2021-05-04T00:00:00.000,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,By Week,2020,18,2020-05-02T00:00:00.000,Iowa,69,673,114.00,45,16,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1138,2021-05-04T00:00:00.000,2020-05-03T00:00:00.000,2020-05-09T00:00:00.000,By Week,2020,19,2020-05-09T00:00:00.000,Iowa,92,702,126.00,59,25,0,126,
1139,2021-05-04T00:00:00.000,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,By Week,2020,20,2020-05-16T00:00:00.000,Iowa,103,674,124.00,62,33,0,132,
1140,2021-05-04T00:00:00.000,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,By Week,2020,21,2020-05-23T00:00:00.000,Iowa,101,619,110.0,58,35,0,124,
1141,2021-05-04T00:00:00.000,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,By Week,2020,22,2020-05-30T00:00:00.000,Iowa,91,632,119.00,45,24,0,112,
1142,2021-05-04T00:00:00.000,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,By Week,2020,23,2020-06-06T00:00:00.000,Iowa,70,600,108.00,49,22,0,97,
1143,2021-05-04T00:00:00.000,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,By Week,2020,24,2020-06-13T00:00:00.000,Iowa,40,589,104.00,40,16,0,64,
1144,2021-05-04T00:00:00.000,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,By Week,2020,25,2020-06-20T00:00:00.000,Iowa,32,575,106.00,37,13,0,56,
1145,2021-05-04T00:00:00.000,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,By Week,2020,26,2020-06-27T00:00:00.000,Iowa,20,552,101.00,22,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1146,2021-05-04T00:00:00.000,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,By Week,2020,27,2020-07-04T00:00:00.000,Iowa,20,596,113.00,28,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1147,2021-05-04T00:00:00.000,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,By Week,2020,28,2020-07-11T00:00:00.000,Iowa,26,566,102.00,25,,0,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1148,2021-05-04T00:00:00.000,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,By Week,2020,29,2020-07-18T00:00:00.000,Iowa,42,600,118.00,31,13,0,60,
1149,2021-05-04T00:00:00.000,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,By Week,2020,30,2020-07-25T00:00:00.000,Iowa,47,650,119.00,35,11,0,71,
1150,2021-05-04T00:00:00.000,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,By Week,2020,31,2020-08-01T00:00:00.000,Iowa,51,650,124.00,48,22,0,77,
1151,2021-05-04T00:00:00.000,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,By Week,2020,32,2020-08-08T00:00:00.000,Iowa,53,649,122.00,49,15,0,87,
1152,2021-05-04T00:00:00.000,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,By Week,2020,33,2020-08-15T00:00:00.000,Iowa,57,669,130.0,46,14,0,89,
1153,2021-05-04T00:00:00.000,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,By Week,2020,34,2020-08-22T00:00:00.000,Iowa,63,625,115.00,48,17,0,94,
1154,2021-05-04T00:00:00.000,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,By Week,2020,35,2020-08-29T00:00:00.000,Iowa,77,691,129.00,58,30,0,105,
1155,2021-05-04T00:00:00.000,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,By Week,2020,36,2020-09-05T00:00:00.000,Iowa,59,597,110.0,42,18,0,83,
1156,2021-05-04T00:00:00.000,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,By Week,2020,37,2020-09-12T00:00:00.000,Iowa,61,637,116.00,50,23,0,88,
1157,2021-05-04T00:00:00.000,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,By Week,2020,38,2020-09-19T00:00:00.000,Iowa,48,642,118.00,37,14,0,71,
1158,2021-05-04T00:00:00.000,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,By Week,2020,39,2020-09-26T00:00:00.000,Iowa,57,641,114.00,57,15,0,99,
1159,2021-05-04T00:00:00.000,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,By Week,2020,40,2020-10-03T00:00:00.000,Iowa,83,680,113.00,52,20,0,115,
1160,2021-05-04T00:00:00.000,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,By Week,2020,41,2020-10-10T00:00:00.000,Iowa,100,734,131.00,63,32,0,131,
1161,2021-05-04T00:00:00.000,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,By Week,2020,42,2020-10-17T00:00:00.000,Iowa,115,686,116.00,70,45,0,140,
1162,2021-05-04T00:00:00.000,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,By Week,2020,43,2020-10-24T00:00:00.000,Iowa,130,750,127.00,75,44,,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1163,2021-05-04T00:00:00.000,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,By Week,2020,44,2020-10-31T00:00:00.000,Iowa,137,759,126.00,75,44,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1164,2021-05-04T00:00:00.000,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,By Week,2020,45,2020-11-07T00:00:00.000,Iowa,257,860,146.00,116,86,0,287,
1165,2021-05-04T00:00:00.000,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,By Week,2020,46,2020-11-14T00:00:00.000,Iowa,308,904,150.0,139,96,0,351,
1166,2021-05-04T00:00:00.000,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,By Week,2020,47,2020-11-21T00:00:00.000,Iowa,423,998,163.00,191,152,,462,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1167,2021-05-04T00:00:00.000,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,By Week,2020,48,2020-11-28T00:00:00.000,Iowa,402,976,167.00,188,158,0,432,
1168,2021-05-04T00:00:00.000,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,By Week,2020,49,2020-12-05T00:00:00.000,Iowa,411,1000,163.00,203,160,0,454,
1169,2021-05-04T00:00:00.000,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,By Week,2020,50,2020-12-12T00:00:00.000,Iowa,335,950,159.00,162,130,0,367,
1170,2021-05-04T00:00:00.000,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,By Week,2020,51,2020-12-19T00:00:00.000,Iowa,296,864,138.00,134,98,0,332,
1171,2021-05-04T00:00:00.000,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,By Week,2020,52,2020-12-26T00:00:00.000,Iowa,231,834,134.00,116,77,0,270,
1172,2021-05-04T00:00:00.000,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,By Week,2020/2021,53,2021-01-02T00:00:00.000,Iowa,190,739,119.00,112,78,,224,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1173,2021-05-04T00:00:00.000,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,By Week,2021,1,2021-01-09T00:00:00.000,Iowa,213,797,123.00,108,85,0,236,
1174,2021-05-04T00:00:00.000,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,By Week,2021,2,2021-01-16T00:00:00.000,Iowa,165,751,113.00,88,56,,198,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1175,2021-05-04T00:00:00.000,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,By Week,2021,3,2021-01-23T00:00:00.000,Iowa,135,741,114.00,89,49,0,175,
1176,2021-05-04T00:00:00.000,2021-01-24T00:00:00.000,2021-01-30T00:00:00.000,By Week,2021,4,2021-01-30T00:00:00.000,Iowa,114,643,101.00,60,36,0,138,
1177,2021-05-04T00:00:00.000,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,By Week,2021,5,2021-02-06T00:00:00.000,Iowa,93,646,102.00,69,36,0,126,
1178,2021-05-04T00:00:00.000,2021-02-07T00:00:00.000,2021-02-13T00:00:00.000,By Week,2021,6,2021-02-13T00:00:00.000,Iowa,74,605,97.00,57,36,0,95,
1179,2021-05-04T00:00:00.000,2021-02-14T00:00:00.000,2021-02-20T00:00:00.000,By Week,2021,7,2021-02-20T00:00:00.000,Iowa,61,651,100,49,22,0,88,
1180,2021-05-04T00:00:00.000,2021-02-21T00:00:00.000,2021-02-27T00:00:00.000,By Week,2021,8,2021-02-27T00:00:00.000,Iowa,53,580,90.0,52,22,0,83,
1181,2021-05-04T00:00:00.000,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,By Week,2021,9,2021-03-06T00:00:00.000,Iowa,44,606,99.00,46,16,0,74,
1182,2021-05-04T00:00:00.000,2021-03-07T00:00:00.000,2021-03-13T00:00:00.000,By Week,2021,10,2021-03-13T00:00:00.000,Iowa,42,541,90.0,38,17,0,63,
1183,2021-05-04T00:00:00.000,2021-03-14T00:00:00.000,2021-03-20T00:00:00.000,By Week,2021,11,2021-03-20T00:00:00.000,Iowa,35,481,79.00,33,14,0,54,
1184,2021-05-04T00:00:00.000,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,By Week,2021,12,2021-03-27T00:00:00.000,Iowa,29,537,86.00,38,16,0,51,
1185,2021-05-04T00:00:00.000,2021-03-28T00:00:00.000,2021-04-03T00:00:00.000,By Week,2021,13,2021-04-03T00:00:00.000,Iowa,19,510,87.00,30,11,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1186,2021-05-04T00:00:00.000,2021-04-04T00:00:00.000,2021-04-10T00:00:00.000,By Week,2021,14,2021-04-10T00:00:00.000,Iowa,24,510,88.00,39,,0,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1187,2021-05-04T00:00:00.000,2021-04-11T00:00:00.000,2021-04-17T00:00:00.000,By Week,2021,15,2021-04-17T00:00:00.000,Iowa,16,380,64.00,22,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1188,2021-05-04T00:00:00.000,2021-04-18T00:00:00.000,2021-04-24T00:00:00.000,By Week,2021,16,2021-04-24T00:00:00.000,Iowa,16,290,50.0,21,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1189,2021-05-04T00:00:00.000,2021-04-25T00:00:00.000,2021-05-01T00:00:00.000,By Week,2021,17,2021-05-01T00:00:00.000,Iowa,,104,18.00,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1190,2021-05-04T00:00:00.000,2019-12-29T00:00:00.000,2020-01-04T00:00:00.000,By Week,2019/2020,1,2020-01-04T00:00:00.000,Kansas,0,591,100,48,0,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1191,2021-05-04T00:00:00.000,2020-01-05T00:00:00.000,2020-01-11T00:00:00.000,By Week,2020,2,2020-01-11T00:00:00.000,Kansas,0,560,97.00,38,0,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1192,2021-05-04T00:00:00.000,2020-01-12T00:00:00.000,2020-01-18T00:00:00.000,By Week,2020,3,2020-01-18T00:00:00.000,Kansas,0,576,104.00,40,0,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1193,2021-05-04T00:00:00.000,2020-01-19T00:00:00.000,2020-01-25T00:00:00.000,By Week,2020,4,2020-01-25T00:00:00.000,Kansas,0,571,100,45,0,11,56,
1194,2021-05-04T00:00:00.000,2020-01-26T00:00:00.000,2020-02-01T00:00:00.000,By Week,2020,5,2020-02-01T00:00:00.000,Kansas,0,549,98.00,36,0,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1195,2021-05-04T00:00:00.000,2020-02-02T00:00:00.000,2020-02-08T00:00:00.000,By Week,2020,6,2020-02-08T00:00:00.000,Kansas,0,503,91.00,27,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1196,2021-05-04T00:00:00.000,2020-02-09T00:00:00.000,2020-02-15T00:00:00.000,By Week,2020,7,2020-02-15T00:00:00.000,Kansas,0,575,101.00,38,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1197,2021-05-04T00:00:00.000,2020-02-16T00:00:00.000,2020-02-22T00:00:00.000,By Week,2020,8,2020-02-22T00:00:00.000,Kansas,0,559,98.00,37,0,10,47,
1198,2021-05-04T00:00:00.000,2020-02-23T00:00:00.000,2020-02-29T00:00:00.000,By Week,2020,9,2020-02-29T00:00:00.000,Kansas,0,548,100,33,0,14,47,
1199,2021-05-04T00:00:00.000,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,By Week,2020,10,2020-03-07T00:00:00.000,Kansas,0,575,102.00,43,0,14,57,
1200,2021-05-04T00:00:00.000,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,By Week,2020,11,2020-03-14T00:00:00.000,Kansas,,522,94.00,47,0,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1201,2021-05-04T00:00:00.000,2020-03-15T00:00:00.000,2020-03-21T00:00:00.000,By Week,2020,12,2020-03-21T00:00:00.000,Kansas,,515,96.00,27,0,15,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1202,2021-05-04T00:00:00.000,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,By Week,2020,13,2020-03-28T00:00:00.000,Kansas,,523,100,43,,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1203,2021-05-04T00:00:00.000,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,By Week,2020,14,2020-04-04T00:00:00.000,Kansas,21,550,109.00,43,,0,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1204,2021-05-04T00:00:00.000,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,By Week,2020,15,2020-04-11T00:00:00.000,Kansas,36,525,103.00,57,14,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1205,2021-05-04T00:00:00.000,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,By Week,2020,16,2020-04-18T00:00:00.000,Kansas,42,546,112.00,44,21,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1206,2021-05-04T00:00:00.000,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,By Week,2020,17,2020-04-25T00:00:00.000,Kansas,22,541,112.00,42,13,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1207,2021-05-04T00:00:00.000,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,By Week,2020,18,2020-05-02T00:00:00.000,Kansas,25,524,107.00,34,12,0,47,
1208,2021-05-04T00:00:00.000,2020-05-03T00:00:00.000,2020-05-09T00:00:00.000,By Week,2020,19,2020-05-09T00:00:00.000,Kansas,34,506,103.00,40,15,0,59,
1209,2021-05-04T00:00:00.000,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,By Week,2020,20,2020-05-16T00:00:00.000,Kansas,27,529,113.00,35,,0,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1210,2021-05-04T00:00:00.000,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,By Week,2020,21,2020-05-23T00:00:00.000,Kansas,10,520,108.00,25,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1211,2021-05-04T00:00:00.000,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,By Week,2020,22,2020-05-30T00:00:00.000,Kansas,14,505,107.00,23,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1212,2021-05-04T00:00:00.000,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,By Week,2020,23,2020-06-06T00:00:00.000,Kansas,18,499,103.00,30,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1213,2021-05-04T00:00:00.000,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,By Week,2020,24,2020-06-13T00:00:00.000,Kansas,,516,110.0,33,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1214,2021-05-04T00:00:00.000,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,By Week,2020,25,2020-06-20T00:00:00.000,Kansas,20,508,107.00,34,14,0,40,
1215,2021-05-04T00:00:00.000,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,By Week,2020,26,2020-06-27T00:00:00.000,Kansas,17,521,104.00,31,11,0,37,
1216,2021-05-04T00:00:00.000,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,By Week,2020,27,2020-07-04T00:00:00.000,Kansas,12,562,117.00,28,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1217,2021-05-04T00:00:00.000,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,By Week,2020,28,2020-07-11T00:00:00.000,Kansas,16,504,107.00,14,0,0,30,
1218,2021-05-04T00:00:00.000,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,By Week,2020,29,2020-07-18T00:00:00.000,Kansas,24,518,108.00,25,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1219,2021-05-04T00:00:00.000,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,By Week,2020,30,2020-07-25T00:00:00.000,Kansas,35,540,114.00,35,13,0,57,
1220,2021-05-04T00:00:00.000,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,By Week,2020,31,2020-08-01T00:00:00.000,Kansas,40,543,119.00,40,19,0,61,
1221,2021-05-04T00:00:00.000,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,By Week,2020,32,2020-08-08T00:00:00.000,Kansas,37,600,129.00,44,16,0,65,
1222,2021-05-04T00:00:00.000,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,By Week,2020,33,2020-08-15T00:00:00.000,Kansas,40,576,123.00,41,15,0,66,
1223,2021-05-04T00:00:00.000,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,By Week,2020,34,2020-08-22T00:00:00.000,Kansas,40,513,112.00,36,12,0,64,
1224,2021-05-04T00:00:00.000,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,By Week,2020,35,2020-08-29T00:00:00.000,Kansas,51,532,117.00,35,15,0,71,
1225,2021-05-04T00:00:00.000,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,By Week,2020,36,2020-09-05T00:00:00.000,Kansas,39,565,117.00,53,15,0,77,
1226,2021-05-04T00:00:00.000,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,By Week,2020,37,2020-09-12T00:00:00.000,Kansas,56,580,121.00,39,19,0,76,
1227,2021-05-04T00:00:00.000,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,By Week,2020,38,2020-09-19T00:00:00.000,Kansas,51,550,112.00,41,17,0,75,
1228,2021-05-04T00:00:00.000,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,By Week,2020,39,2020-09-26T00:00:00.000,Kansas,57,601,124.00,43,25,0,75,
1229,2021-05-04T00:00:00.000,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,By Week,2020,40,2020-10-03T00:00:00.000,Kansas,68,579,117.00,48,30,0,86,
1230,2021-05-04T00:00:00.000,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,By Week,2020,41,2020-10-10T00:00:00.000,Kansas,83,638,136.00,51,29,0,105,
1231,2021-05-04T00:00:00.000,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,By Week,2020,42,2020-10-17T00:00:00.000,Kansas,97,636,128.00,67,44,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1232,2021-05-04T00:00:00.000,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,By Week,2020,43,2020-10-24T00:00:00.000,Kansas,119,658,134.00,72,45,0,146,
1233,2021-05-04T00:00:00.000,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,By Week,2020,44,2020-10-31T00:00:00.000,Kansas,89,577,112.00,68,47,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1234,2021-05-04T00:00:00.000,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,By Week,2020,45,2020-11-07T00:00:00.000,Kansas,138,678,133.00,82,56,0,164,
1235,2021-05-04T00:00:00.000,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,By Week,2020,46,2020-11-14T00:00:00.000,Kansas,157,718,143.00,106,78,0,185,
1236,2021-05-04T00:00:00.000,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,By Week,2020,47,2020-11-21T00:00:00.000,Kansas,239,781,149.00,124,103,0,260,
1237,2021-05-04T00:00:00.000,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,By Week,2020,48,2020-11-28T00:00:00.000,Kansas,277,813,162.00,136,116,,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1238,2021-05-04T00:00:00.000,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,By Week,2020,49,2020-12-05T00:00:00.000,Kansas,310,869,167.00,164,137,0,337,
1239,2021-05-04T00:00:00.000,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,By Week,2020,50,2020-12-12T00:00:00.000,Kansas,329,878,161.00,175,148,0,356,
1240,2021-05-04T00:00:00.000,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,By Week,2020,51,2020-12-19T00:00:00.000,Kansas,318,931,177.00,176,144,0,350,
1241,2021-05-04T00:00:00.000,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,By Week,2020,52,2020-12-26T00:00:00.000,Kansas,286,853,151.00,126,101,0,311,
1242,2021-05-04T00:00:00.000,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,By Week,2020/2021,53,2021-01-02T00:00:00.000,Kansas,244,810,143.00,149,123,0,270,
1243,2021-05-04T00:00:00.000,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,By Week,2021,1,2021-01-09T00:00:00.000,Kansas,257,788,134.00,113,93,0,277,
1244,2021-05-04T00:00:00.000,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,By Week,2021,2,2021-01-16T00:00:00.000,Kansas,216,785,135.00,130,98,0,248,
1245,2021-05-04T00:00:00.000,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,By Week,2021,3,2021-01-23T00:00:00.000,Kansas,189,673,122.00,106,79,0,216,
