Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Delaware,Count of COVID-19 deaths,14,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Delaware,Distribution of COVID-19 deaths (%),73.7,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Delaware,Weighted distribution of population (%),66.3,18.4,0.3,3.2,0,2.2,9.6,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,District of Columbia,Count of COVID-19 deaths,183,963,,29,0,,200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,District of Columbia,Distribution of COVID-19 deaths (%),13.3,69.7,,2.1,0,,14.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,District of Columbia,Count of COVID-19 deaths,132,695,,18,0,,152,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,District of Columbia,Distribution of COVID-19 deaths (%),13.2,69.3,,1.8,0,,15.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,District of Columbia,Count of COVID-19 deaths,51,268,0,11,0,0,48,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,District of Columbia,Distribution of COVID-19 deaths (%),13.5,70.9,0,2.9,0,0,12.7,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,District of Columbia,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,District of Columbia,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,District of Columbia,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,District of Columbia,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,District of Columbia,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,District of Columbia,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,District of Columbia,Count of COVID-19 deaths,,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,District of Columbia,Distribution of COVID-19 deaths (%),,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,District of Columbia,Count of COVID-19 deaths,25,213,0,,0,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,District of Columbia,Distribution of COVID-19 deaths (%),9.5,81.3,0,,0,,7.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,District of Columbia,Count of COVID-19 deaths,34,186,,,0,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,District of Columbia,Distribution of COVID-19 deaths (%),12.5,68.4,,,0,,16.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,District of Columbia,Count of COVID-19 deaths,13,72,0,,0,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,District of Columbia,Distribution of COVID-19 deaths (%),11.2,62.1,0,,0,,24.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,District of Columbia,Count of COVID-19 deaths,,28,0,0,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,District of Columbia,Distribution of COVID-19 deaths (%),,65.1,0,0,0,,23.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,District of Columbia,Count of COVID-19 deaths,,27,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,District of Columbia,Distribution of COVID-19 deaths (%),,73,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,District of Columbia,Count of COVID-19 deaths,,16,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,District of Columbia,Distribution of COVID-19 deaths (%),,59.3,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,District of Columbia,Count of COVID-19 deaths,,27,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,District of Columbia,Distribution of COVID-19 deaths (%),,73,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,District of Columbia,Count of COVID-19 deaths,12,33,0,,0,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,District of Columbia,Distribution of COVID-19 deaths (%),19.7,54.1,0,,0,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,District of Columbia,Count of COVID-19 deaths,26,84,0,,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,District of Columbia,Distribution of COVID-19 deaths (%),19.5,63.2,0,,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,District of Columbia,Count of COVID-19 deaths,31,115,0,,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,District of Columbia,Distribution of COVID-19 deaths (%),17.6,65.3,0,,0,0,13.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,District of Columbia,Count of COVID-19 deaths,13,86,0,,0,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,District of Columbia,Distribution of COVID-19 deaths (%),10.9,72.3,0,,0,0,14.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,District of Columbia,Count of COVID-19 deaths,,55,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,District of Columbia,Distribution of COVID-19 deaths (%),,84.6,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,District of Columbia,Count of COVID-19 deaths,,12,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,District of Columbia,Distribution of COVID-19 deaths (%),,66.7,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,District of Columbia,Unweighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,District of Columbia,Weighted distribution of population (%),37.5,44.4,0.2,4.3,0,2.3,11.3,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Florida,Count of COVID-19 deaths,18077,5462,46,475,11,99,8190,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Florida,Distribution of COVID-19 deaths (%),55.9,16.9,0.1,1.5,0,0.3,25.3,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Florida,Weighted distribution of population (%),36.4,17.7,0.2,2.7,0,1.4,41.7,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Florida,Count of COVID-19 deaths,11656,3951,30,305,,63,5759,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Florida,Distribution of COVID-19 deaths (%),53.5,18.1,0.1,1.4,,0.3,26.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Florida,Weighted distribution of population (%),35.3,17.7,0.2,2.7,0,1.3,42.8,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Florida,Count of COVID-19 deaths,6421,1511,16,170,,36,2431,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Florida,Distribution of COVID-19 deaths (%),60.6,14.3,0.2,1.6,,0.3,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Florida,Weighted distribution of population (%),39,17.7,0.2,2.8,0.1,1.4,38.8,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Florida,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Florida,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Florida,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Florida,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Florida,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Florida,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Florida,Count of COVID-19 deaths,121,29,0,,0,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Florida,Distribution of COVID-19 deaths (%),63.7,15.3,0,,0,,17.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Florida,Weighted distribution of population (%),35.7,19.5,0.2,2.8,0,1.3,40.5,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Florida,Count of COVID-19 deaths,658,313,,27,,,307,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Florida,Distribution of COVID-19 deaths (%),50.2,23.9,,2.1,,,23.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Florida,Weighted distribution of population (%),30.7,18.2,0.1,2.4,0,1.2,47.3,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Florida,Count of COVID-19 deaths,558,243,,16,0,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Florida,Distribution of COVID-19 deaths (%),49.3,21.5,,1.4,0,,27.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Florida,Weighted distribution of population (%),31.8,17.3,0.1,2.3,0,1.2,47.2,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Florida,Count of COVID-19 deaths,469,217,,10,0,,382,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Florida,Distribution of COVID-19 deaths (%),43.3,20.1,,0.9,0,,35.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Florida,Weighted distribution of population (%),32.7,16.9,0.1,2.4,0,1.2,46.6,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Florida,Count of COVID-19 deaths,2304,1053,,66,,14,1526,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Florida,Distribution of COVID-19 deaths (%),46.3,21.2,,1.3,,0.3,30.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Florida,Weighted distribution of population (%),33.7,17.9,0.2,2.6,0,1.3,44.3,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Florida,Count of COVID-19 deaths,2406,931,,76,,13,1341,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Florida,Distribution of COVID-19 deaths (%),50.4,19.5,,1.6,,0.3,28.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Florida,Weighted distribution of population (%),34.5,18,0.2,2.7,0,1.3,43.3,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Florida,Count of COVID-19 deaths,1170,354,,16,0,,467,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Florida,Distribution of COVID-19 deaths (%),58.2,17.6,,0.8,0,,23.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Florida,Weighted distribution of population (%),38.2,18,0.2,2.8,0.1,1.4,39.4,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Florida,Count of COVID-19 deaths,835,228,,21,0,,312,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Florida,Distribution of COVID-19 deaths (%),59.4,16.2,,1.5,0,,22.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Florida,Weighted distribution of population (%),41.9,17.3,0.2,3,0.1,1.5,36.1,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Florida,Count of COVID-19 deaths,1136,218,,26,0,10,368,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Florida,Distribution of COVID-19 deaths (%),64.5,12.4,,1.5,0,0.6,20.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Florida,Weighted distribution of population (%),40.7,17.3,0.2,2.9,0.1,1.5,37.5,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Florida,Count of COVID-19 deaths,1999,365,,42,,,713,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Florida,Distribution of COVID-19 deaths (%),63.8,11.6,,1.3,,,22.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Florida,Weighted distribution of population (%),38.6,16.9,0.2,2.7,0.1,1.4,40.2,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Florida,Count of COVID-19 deaths,3184,654,,70,0,11,1044,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Florida,Distribution of COVID-19 deaths (%),64.1,13.2,,1.4,0,0.2,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Florida,Weighted distribution of population (%),40.3,17.6,0.2,2.9,0.1,1.5,37.5,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Florida,Count of COVID-19 deaths,1875,459,,58,,17,733,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Florida,Distribution of COVID-19 deaths (%),59.5,14.6,,1.8,,0.5,23.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Florida,Weighted distribution of population (%),38.9,17.8,0.2,2.8,0.1,1.4,38.8,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Florida,Count of COVID-19 deaths,969,292,,30,0,,465,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Florida,Distribution of COVID-19 deaths (%),54.9,16.6,,1.7,0,,26.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Florida,Weighted distribution of population (%),36.1,17.6,0.2,2.6,0,1.3,42.1,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Florida,Count of COVID-19 deaths,393,106,0,12,0,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Florida,Distribution of COVID-19 deaths (%),55.9,15.1,0,1.7,0,,26.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Florida,Unweighted distribution of population (%),53.2,15.5,0.3,2.8,0.1,1.7,26.4,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Florida,Weighted distribution of population (%),39.8,17,0.2,2.8,0.1,1.4,38.7,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Georgia,Count of COVID-19 deaths,9778,5766,13,342,,19,935,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Georgia,Distribution of COVID-19 deaths (%),58,34.2,0.1,2,,0.1,5.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
